context,prefix,namespace,status,expansion_source
merged,4DN.BIOSOURCE,https://identifiers.org/4dn:,prefix_alias,bioregistry
merged,4DN.REPLICATE,https://data.4dnucleome.org/experiment-set-replicates/,canonical,bioregistry
merged,4DN.REPLICATE,http://bioregistry.io/4dn.replicate:,prefix_alias,bioregistry
merged,4DN.REPLICATE,http://data.4dnucleome.org/experiment-set-replicates/,prefix_alias,bioregistry
merged,4DN.REPLICATE,https://bioregistry.io/4dn.replicate:,prefix_alias,bioregistry
merged,aair,http://xmlns.notu.be/aair#,canonical,prefixcc
merged,AAO,http://purl.obolibrary.org/obo/AAO_,canonical,obo
merged,AAO,http://bio2rdf.org/aao:,prefix_alias,bioregistry
merged,AAO,http://bioregistry.io/AAO:,prefix_alias,bioregistry
merged,AAO,https://bio2rdf.org/aao:,prefix_alias,bioregistry
merged,AAO,https://bioregistry.io/AAO:,prefix_alias,bioregistry
merged,AAO,https://purl.obolibrary.org/obo/AAO_,prefix_alias,bioregistry
merged,aapi,http://rdf.alchemyapi.com/rdf/v1/s/aapi-schema#,canonical,prefixcc
merged,aat,http://vocab.getty.edu/aat/,canonical,prefixcc
merged,abc,http://www.metadata.net/harmony/ABCSchemaV5Commented.rdf#,canonical,prefixcc
merged,ABCD,https://web.expasy.org/abcd/ABCD_,canonical,bioregistry
merged,ABCD,http://bioregistry.io/abcd:,prefix_alias,bioregistry
merged,ABCD,http://web.expasy.org/abcd/,prefix_alias,bioregistry
merged,ABCD,http://web.expasy.org/abcd/ABCD_,prefix_alias,bioregistry
merged,ABCD,http://web.expasy.org/cgi-bin/abcd/search_abcd.pl?input=,prefix_alias,bioregistry
merged,ABCD,https://bioregistry.io/abcd:,prefix_alias,bioregistry
merged,ABCD,https://web.expasy.org/abcd/,prefix_alias,bioregistry
merged,ABCD,https://web.expasy.org/cgi-bin/abcd/search_abcd.pl?input=,prefix_alias,bioregistry
merged,ABS,http://identifiers.org/abs/,canonical,bioregistry
merged,ABS,http://bio2rdf.org/abs:,prefix_alias,bioregistry
merged,ABS,http://bioregistry.io/abs:,prefix_alias,bioregistry
merged,ABS,http://identifiers.org/abs:,prefix_alias,bioregistry
merged,ABS,http://n2t.net/abs:,prefix_alias,bioregistry
merged,ABS,https://bio2rdf.org/abs:,prefix_alias,bioregistry
merged,ABS,https://bioregistry.io/abs:,prefix_alias,bioregistry
merged,ABS,https://identifiers.org/abs/,prefix_alias,bioregistry
merged,ABS,https://identifiers.org/abs:,prefix_alias,bioregistry
merged,ABS,https://n2t.net/abs:,prefix_alias,bioregistry
merged,abs,http://abs.270a.info/dataset/,prefix_alias,prefixcc
merged,ac,http://www.w3.org/ns/activitystreams#,canonical,bioregistry
merged,ac,http://bioregistry.io/ac:,prefix_alias,bioregistry
merged,ac,https://bioregistry.io/ac:,prefix_alias,bioregistry
merged,ac,https://www.w3.org/ns/activitystreams#,prefix_alias,bioregistry
merged,ac,http://umbel.org/umbel/ac/,prefix_alias,prefixcc
merged,acc,http://purl.org/NET/acc#,canonical,prefixcc
merged,accid,http://pid.accurids.com/,canonical,prefixcc
merged,acco,http://purl.org/acco/ns#,canonical,prefixcc
merged,accom,http://purl.org/acco/ns#,namespace_alias,prefixcc
merged,ACEVIEW.WORM,http://identifiers.org/aceview.worm/,canonical,bioregistry
merged,ACEVIEW.WORM,http://bio2rdf.org/aceview.worm:,prefix_alias,bioregistry
merged,ACEVIEW.WORM,http://bioregistry.io/aceview.worm:,prefix_alias,bioregistry
merged,ACEVIEW.WORM,http://identifiers.org/aceview.worm:,prefix_alias,bioregistry
merged,ACEVIEW.WORM,http://n2t.net/aceview.worm:,prefix_alias,bioregistry
merged,ACEVIEW.WORM,http://www.ncbi.nlm.nih.gov/IEB/Research/Acembly/av.cgi?db=[?species_database]&c=Gene&l=,prefix_alias,bioregistry
merged,ACEVIEW.WORM,http://www.ncbi.nlm.nih.gov/IEB/Research/Acembly/av.cgi?db=worm&c=Gene&l=,prefix_alias,bioregistry
merged,ACEVIEW.WORM,https://bio2rdf.org/aceview.worm:,prefix_alias,bioregistry
merged,ACEVIEW.WORM,https://bioregistry.io/aceview.worm:,prefix_alias,bioregistry
merged,ACEVIEW.WORM,https://identifiers.org/aceview.worm/,prefix_alias,bioregistry
merged,ACEVIEW.WORM,https://identifiers.org/aceview.worm:,prefix_alias,bioregistry
merged,ACEVIEW.WORM,https://n2t.net/aceview.worm:,prefix_alias,bioregistry
merged,ACEVIEW.WORM,https://www.ncbi.nlm.nih.gov/IEB/Research/Acembly/av.cgi?db=[?species_database]&c=Gene&l=,prefix_alias,bioregistry
merged,ACEVIEW.WORM,https://www.ncbi.nlm.nih.gov/IEB/Research/Acembly/av.cgi?db=worm&c=Gene&l=,prefix_alias,bioregistry
merged,acl,http://www.w3.org/ns/auth/acl#,canonical,prefixcc
merged,ACLAME,http://identifiers.org/MGE/,namespace_alias,bioregistry
merged,acm,http://www.rkbexplorer.com/ontologies/acm#,canonical,prefixcc
merged,acp,http://www.w3.org/ns/solid/acp#,canonical,prefixcc
merged,acrt,http://privatealpha.com/ontology/certification/1#,canonical,prefixcc
merged,act,http://www.w3.org/2007/rif-builtin-action#,canonical,prefixcc
merged,activity,https://www.w3.org/TR/activitystreams-vocabulary/,canonical,prefixcc
merged,ad,http://schemas.talis.com/2005/address/schema#,canonical,prefixcc
merged,ADCAD,https://purl.dataone.org/odo/ADCAD_,canonical,bioregistry
merged,ADCAD,http://bioregistry.io/adcad:,prefix_alias,bioregistry
merged,ADCAD,http://purl.dataone.org/odo/ADCAD_,prefix_alias,bioregistry
merged,ADCAD,https://bioregistry.io/adcad:,prefix_alias,bioregistry
merged,add,https://mre.zcu.cz/ontology/stroke.owl#,canonical,prefixcc
merged,ADDGENE,http://identifiers.org/addgene/,canonical,bioregistry
merged,ADDGENE,http://addgene.org/,prefix_alias,bioregistry
merged,ADDGENE,http://bio2rdf.org/addgene:,prefix_alias,bioregistry
merged,ADDGENE,http://bioregistry.io/addgene:,prefix_alias,bioregistry
merged,ADDGENE,http://identifiers.org/addgene:,prefix_alias,bioregistry
merged,ADDGENE,http://n2t.net/addgene:,prefix_alias,bioregistry
merged,ADDGENE,http://scicrunch.org/resolver/RRID:Addgene_,prefix_alias,bioregistry
merged,ADDGENE,http://www.addgene.org/,prefix_alias,bioregistry
merged,ADDGENE,https://addgene.org/,prefix_alias,bioregistry
merged,ADDGENE,https://bio2rdf.org/addgene:,prefix_alias,bioregistry
merged,ADDGENE,https://bioregistry.io/addgene:,prefix_alias,bioregistry
merged,ADDGENE,https://identifiers.org/addgene/,prefix_alias,bioregistry
merged,ADDGENE,https://identifiers.org/addgene:,prefix_alias,bioregistry
merged,ADDGENE,https://n2t.net/addgene:,prefix_alias,bioregistry
merged,ADDGENE,https://scicrunch.org/resolver/RRID:Addgene_,prefix_alias,bioregistry
merged,ADDGENE,https://www.addgene.org/,prefix_alias,bioregistry
merged,address,http://schemas.talis.com/2005/address/schema#,namespace_alias,prefixcc
merged,adf,http://purl.allotrope.org/ontologies/datapackage#,canonical,prefixcc
merged,admin,http://webns.net/mvcb/,canonical,prefixcc
merged,admingeo,http://data.ordnancesurvey.co.uk/ontology/admingeo/,canonical,prefixcc
merged,ADMS,http://www.w3.org/ns/adms#,canonical,bioregistry
merged,ADMS,http://bioregistry.io/adms:,prefix_alias,bioregistry
merged,ADMS,https://bioregistry.io/adms:,prefix_alias,bioregistry
merged,ADMS,https://www.w3.org/ns/adms#,prefix_alias,bioregistry
merged,admssw,http://purl.org/adms/sw/,canonical,prefixcc
merged,ADO,http://purl.obolibrary.org/obo/ADO_,canonical,obo
merged,ADO,http://bioregistry.io/ADO:,prefix_alias,bioregistry
merged,ADO,http://www.ebi.ac.uk/ols/ontologies/ado/terms?iri=http://purl.obolibrary.org/obo/ADO_,prefix_alias,bioregistry
merged,ADO,https://bioregistry.io/ADO:,prefix_alias,bioregistry
merged,ADO,https://purl.obolibrary.org/obo/ADO_,prefix_alias,bioregistry
merged,ADO,https://www.ebi.ac.uk/ols/ontologies/ado/terms?iri=http://purl.obolibrary.org/obo/ADO_,prefix_alias,bioregistry
merged,adr,http://kg.artsdata.ca/resource/,canonical,prefixcc
merged,ADW,http://purl.obolibrary.org/obo/ADW_,canonical,obo
merged,ADW,http://animaldiversity.org/accounts/,prefix_alias,bioregistry
merged,ADW,http://bioregistry.io/ADW:,prefix_alias,bioregistry
merged,ADW,http://identifiers.org/adw/,prefix_alias,bioregistry
merged,ADW,http://identifiers.org/adw:,prefix_alias,bioregistry
merged,ADW,http://n2t.net/adw:,prefix_alias,bioregistry
merged,ADW,https://animaldiversity.org/accounts/,prefix_alias,bioregistry
merged,ADW,https://bioregistry.io/ADW:,prefix_alias,bioregistry
merged,ADW,https://identifiers.org/adw/,prefix_alias,bioregistry
merged,ADW,https://identifiers.org/adw:,prefix_alias,bioregistry
merged,ADW,https://n2t.net/adw:,prefix_alias,bioregistry
merged,ADW,https://purl.obolibrary.org/obo/ADW_,prefix_alias,bioregistry
merged,aec3po,https://w3id.org/lbd/aec3po/,canonical,prefixcc
merged,AEO,http://purl.obolibrary.org/obo/AEO_,canonical,obo
merged,AEO,http://bioregistry.io/AEO:,prefix_alias,bioregistry
merged,AEO,http://bioregistry.io/AEO_RETIRED:,prefix_alias,bioregistry
merged,AEO,http://www.ebi.ac.uk/ols/ontologies/aeo/terms?iri=http://purl.obolibrary.org/obo/AEO_,prefix_alias,bioregistry
merged,AEO,https://bioregistry.io/AEO:,prefix_alias,bioregistry
merged,AEO,https://bioregistry.io/AEO_RETIRED:,prefix_alias,bioregistry
merged,AEO,https://purl.obolibrary.org/obo/AEO_,prefix_alias,bioregistry
merged,AEO,https://www.ebi.ac.uk/ols/ontologies/aeo/terms?iri=http://purl.obolibrary.org/obo/AEO_,prefix_alias,bioregistry
merged,AEO_RETIRED,http://purl.obolibrary.org/obo/AEO_,namespace_alias,bioregistry
merged,AEON,http://purl.obolibrary.org/obo/AEON_,canonical,bioregistry
merged,AEON,http://bioregistry.io/aeon:,prefix_alias,bioregistry
merged,AEON,https://bioregistry.io/aeon:,prefix_alias,bioregistry
merged,AEON,https://purl.obolibrary.org/obo/AEON_,prefix_alias,bioregistry
merged,AERO,http://purl.obolibrary.org/obo/AERO_,canonical,obo
merged,AERO,http://bioregistry.io/AERO:,prefix_alias,bioregistry
merged,AERO,http://www.ebi.ac.uk/ols/ontologies/aero/terms?iri=http://purl.obolibrary.org/obo/AERO_,prefix_alias,bioregistry
merged,AERO,https://bioregistry.io/AERO:,prefix_alias,bioregistry
merged,AERO,https://purl.obolibrary.org/obo/AERO_,prefix_alias,bioregistry
merged,AERO,https://www.ebi.ac.uk/ols/ontologies/aero/terms?iri=http://purl.obolibrary.org/obo/AERO_,prefix_alias,bioregistry
merged,aerols,http://xmlns.com/aerols/0.1/,canonical,prefixcc
merged,aers,http://aers.data2semantics.org/resource/,canonical,prefixcc
merged,aersv,http://aers.data2semantics.org/vocab/,canonical,prefixcc
merged,af,http://purl.org/ontology/af/,canonical,prefixcc
merged,aff,https://w3id.org/affectedBy#,canonical,prefixcc
merged,affy,http://www.affymetrix.com/community/publications/affymetrix/tmsplice#,canonical,prefixcc
merged,AFFY.PROBESET,http://identifiers.org/affy.probeset/,canonical,bioregistry
merged,AFFY.PROBESET,http://bioregistry.io/affy.probeset:,prefix_alias,bioregistry
merged,AFFY.PROBESET,http://cu.affymetrix.bio2rdf.org/describe/?url=http://bio2rdf.org/affymetrix:,prefix_alias,bioregistry
merged,AFFY.PROBESET,http://identifiers.org/affy.probeset:,prefix_alias,bioregistry
merged,AFFY.PROBESET,http://n2t.net/affy.probeset:,prefix_alias,bioregistry
merged,AFFY.PROBESET,http://www.affymetrix.com/LinkServlet?probeset=,prefix_alias,bioregistry
merged,AFFY.PROBESET,https://bioregistry.io/affy.probeset:,prefix_alias,bioregistry
merged,AFFY.PROBESET,https://cu.affymetrix.bio2rdf.org/describe/?url=http://bio2rdf.org/affymetrix:,prefix_alias,bioregistry
merged,AFFY.PROBESET,https://identifiers.org/affy.probeset/,prefix_alias,bioregistry
merged,AFFY.PROBESET,https://identifiers.org/affy.probeset:,prefix_alias,bioregistry
merged,AFFY.PROBESET,https://n2t.net/affy.probeset:,prefix_alias,bioregistry
merged,AFFY.PROBESET,https://www.affymetrix.com/LinkServlet?probeset=,prefix_alias,bioregistry
merged,affymetrix,http://bio2rdf.org/affymetrix_vocabulary:,canonical,prefixcc
merged,afm,http://purl.allotrope.org/ontologies/material/,canonical,prefixcc
merged,afn,http://jena.apache.org/ARQ/function#,canonical,prefixcc
merged,AfPO,http://purl.obolibrary.org/obo/AfPO_,canonical,obo
merged,AfPO,http://bioregistry.io/AfPO:,prefix_alias,bioregistry
merged,AfPO,https://bioregistry.io/AfPO:,prefix_alias,bioregistry
merged,AfPO,https://purl.obolibrary.org/obo/AfPO_,prefix_alias,bioregistry
merged,afr,http://purl.allotrope.org/ontologies/result#,canonical,prefixcc
merged,after,http://rds.posccaesar.org/ontology/plm/ds/,canonical,prefixcc
merged,AFTOL.TAXONOMY,http://identifiers.org/aftol.taxonomy/,canonical,bioregistry
merged,AFTOL.TAXONOMY,http://bioregistry.io/aftol.taxonomy:,prefix_alias,bioregistry
merged,AFTOL.TAXONOMY,http://identifiers.org/aftol.taxonomy:,prefix_alias,bioregistry
merged,AFTOL.TAXONOMY,http://n2t.net/aftol.taxonomy:,prefix_alias,bioregistry
merged,AFTOL.TAXONOMY,http://wasabi.lutzonilab.net/pub/displayTaxonInfo?aftol_id=,prefix_alias,bioregistry
merged,AFTOL.TAXONOMY,https://bioregistry.io/aftol.taxonomy:,prefix_alias,bioregistry
merged,AFTOL.TAXONOMY,https://identifiers.org/aftol.taxonomy/,prefix_alias,bioregistry
merged,AFTOL.TAXONOMY,https://identifiers.org/aftol.taxonomy:,prefix_alias,bioregistry
merged,AFTOL.TAXONOMY,https://n2t.net/aftol.taxonomy:,prefix_alias,bioregistry
merged,AFTOL.TAXONOMY,https://wasabi.lutzonilab.net/pub/displayTaxonInfo?aftol_id=,prefix_alias,bioregistry
merged,agent,http://eulersharp.sourceforge.net/2003/03swap/agent#,canonical,prefixcc
merged,agents,http://eulersharp.sourceforge.net/2003/03swap/agent#,namespace_alias,prefixcc
merged,agetec,http://www.agetec.org/,canonical,prefixcc
merged,agg,http://purl.org/twc/health/vocab/aggregate/,canonical,prefixcc
merged,agls,http://www.agls.gov.au/agls/terms/,canonical,prefixcc
merged,ago,http://awesemantic-geo.link/ontology/,canonical,prefixcc
merged,agr,http://promsns.org/def/agr#,prefix_alias,prefixcc
merged,AGR,http://identifiers.org/agricola/,namespace_alias,bioregistry
merged,agrd,http://agrinepaldata.com/,canonical,prefixcc
merged,agrelon,http://d-nb.info/standards/elementset/agrelon#,canonical,prefixcc
merged,AGRICOLA,http://identifiers.org/agricola/,canonical,bioregistry
merged,AGRICOLA,http://agricola.nal.usda.gov/vwebv/holdingsInfo?bibId=,prefix_alias,bioregistry
merged,AGRICOLA,http://alliancegenome.org/gene/,prefix_alias,bioregistry
merged,AGRICOLA,http://bioregistry.io/AGR:,prefix_alias,bioregistry
merged,AGRICOLA,http://bioregistry.io/AGRICOLA_ID:,prefix_alias,bioregistry
merged,AGRICOLA,http://bioregistry.io/agricola:,prefix_alias,bioregistry
merged,AGRICOLA,http://ddr.nal.usda.gov/dspace/handle/10113/,prefix_alias,bioregistry
merged,AGRICOLA,http://identifiers.org/agricola:,prefix_alias,bioregistry
merged,AGRICOLA,http://n2t.net/agricola:,prefix_alias,bioregistry
merged,AGRICOLA,https://agricola.nal.usda.gov/vwebv/holdingsInfo?bibId=,prefix_alias,bioregistry
merged,AGRICOLA,https://alliancegenome.org/gene/,prefix_alias,bioregistry
merged,AGRICOLA,https://bioregistry.io/AGR:,prefix_alias,bioregistry
merged,AGRICOLA,https://bioregistry.io/AGRICOLA_ID:,prefix_alias,bioregistry
merged,AGRICOLA,https://bioregistry.io/agricola:,prefix_alias,bioregistry
merged,AGRICOLA,https://ddr.nal.usda.gov/dspace/handle/10113/,prefix_alias,bioregistry
merged,AGRICOLA,https://identifiers.org/agricola/,prefix_alias,bioregistry
merged,AGRICOLA,https://identifiers.org/agricola:,prefix_alias,bioregistry
merged,AGRICOLA,https://n2t.net/agricola:,prefix_alias,bioregistry
merged,AGRICOLA_ID,http://identifiers.org/agricola/,namespace_alias,bioregistry
merged,AGRKB,https://www.alliancegenome.org/accession/,canonical,bioregistry
merged,AGRKB,http://bioregistry.io/agrkb:,prefix_alias,bioregistry
merged,AGRKB,http://www.alliancegenome.org/accession/,prefix_alias,bioregistry
merged,AGRKB,https://bioregistry.io/agrkb:,prefix_alias,bioregistry
merged,AGRO,http://purl.obolibrary.org/obo/AGRO_,canonical,obo
merged,AGRO,http://bioregistry.io/AGRO:,prefix_alias,bioregistry
merged,AGRO,http://www.ebi.ac.uk/ols/ontologies/agro/terms?iri=http://purl.obolibrary.org/obo/AGRO_,prefix_alias,bioregistry
merged,AGRO,https://bioregistry.io/AGRO:,prefix_alias,bioregistry
merged,AGRO,https://purl.obolibrary.org/obo/AGRO_,prefix_alias,bioregistry
merged,AGRO,https://www.ebi.ac.uk/ols/ontologies/agro/terms?iri=http://purl.obolibrary.org/obo/AGRO_,prefix_alias,bioregistry
merged,agro,http://purl.obolibrary.org/obo/agro.owl#,prefix_alias,prefixcc
merged,AGROVOC,http://aims.fao.org/aos/agrovoc/c_,canonical,bioregistry
merged,AGROVOC,http://aims.fao.org/aos/agrovoc/,prefix_alias,bioregistry
merged,AGROVOC,http://bioregistry.io/agrovoc:,prefix_alias,bioregistry
merged,AGROVOC,https://aims.fao.org/aos/agrovoc/,prefix_alias,bioregistry
merged,AGROVOC,https://aims.fao.org/aos/agrovoc/c_,prefix_alias,bioregistry
merged,AGROVOC,https://bioregistry.io/agrovoc:,prefix_alias,bioregistry
merged,ags,https://id.agschemas.org/,canonical,prefixcc
merged,aifb,http://www.aifb.kit.edu/id/,canonical,prefixcc
merged,aigp,http://swat.cse.lehigh.edu/resources/onto/aigp.owl#,canonical,prefixcc
merged,aiiso,http://purl.org/vocab/aiiso/schema#,canonical,prefixcc
merged,aimaix,https://w3id.org/aimaix#,canonical,prefixcc
merged,aims,http://aims.fao.org/aos/common/,canonical,prefixcc
merged,AIO,https://w3id.org/aio/,canonical,bioregistry
merged,AIO,http://bioregistry.io/aio:,prefix_alias,bioregistry
merged,AIO,http://w3id.org/aio/,prefix_alias,bioregistry
merged,AIO,https://bioregistry.io/aio:,prefix_alias,bioregistry
merged,aio,https://paul.ti.rw.fau.de/~jo00defe/SemWoT/aio#,prefix_alias,prefixcc
merged,air,http://dig.csail.mit.edu/TAMI/2007/amord/air#,canonical,prefixcc
merged,airo,https://w3id.org/airo#,canonical,prefixcc
merged,airport,http://www.daml.org/2001/10/html/airport-ont#,canonical,prefixcc
merged,airs,https://raw.githubusercontent.com/airs-linked-data/lov/latest/src/airs_vocabulary.ttl#,canonical,prefixcc
merged,AISM,http://purl.obolibrary.org/obo/AISM_,canonical,obo
merged,AISM,http://bioregistry.io/AISM:,prefix_alias,bioregistry
merged,AISM,http://www.ebi.ac.uk/ols/ontologies/aism/terms?iri=http://purl.obolibrary.org/obo/AISM_,prefix_alias,bioregistry
merged,AISM,https://bioregistry.io/AISM:,prefix_alias,bioregistry
merged,AISM,https://purl.obolibrary.org/obo/AISM_,prefix_alias,bioregistry
merged,AISM,https://www.ebi.ac.uk/ols/ontologies/aism/terms?iri=http://purl.obolibrary.org/obo/AISM_,prefix_alias,bioregistry
merged,aix,https://w3id.org/aix#,canonical,prefixcc
merged,aksw,http://aksw.org/,canonical,prefixcc
merged,akt,http://www.aktors.org/ontology/portal#,canonical,prefixcc
merged,aktivesa,http://sa.aktivespace.org/ontologies/aktivesa#,canonical,prefixcc
merged,akts,http://www.aktors.org/ontology/support#,canonical,prefixcc
merged,alchemy,http://rdf.alchemyapi.com/rdf/v1/s/aapi-schema#,namespace_alias,prefixcc
merged,alethio,http://aleth.io/,canonical,prefixcc
merged,alg,http://drakon.su/ADF#,canonical,prefixcc
merged,algo,http://securitytoolbox.appspot.com/securityAlgorithms#,canonical,prefixcc
merged,ali,http://www.niso.org/schemas/ali/1.0/,canonical,prefixcc
merged,alice,http://example.org/,namespace_alias,prefixcc
merged,ALLERGOME,http://identifiers.org/allergome/,canonical,bioregistry
merged,ALLERGOME,http://bio2rdf.org/allergome:,prefix_alias,bioregistry
merged,ALLERGOME,http://bioregistry.io/allergome:,prefix_alias,bioregistry
merged,ALLERGOME,http://identifiers.org/allergome:,prefix_alias,bioregistry
merged,ALLERGOME,http://n2t.net/allergome:,prefix_alias,bioregistry
merged,ALLERGOME,http://www.allergome.org/script/dettaglio.php?id_molecule=,prefix_alias,bioregistry
merged,ALLERGOME,http://www.allergome.org/script/refArray_view.php?idMol=,prefix_alias,bioregistry
merged,ALLERGOME,https://bio2rdf.org/allergome:,prefix_alias,bioregistry
merged,ALLERGOME,https://bioregistry.io/allergome:,prefix_alias,bioregistry
merged,ALLERGOME,https://identifiers.org/allergome/,prefix_alias,bioregistry
merged,ALLERGOME,https://identifiers.org/allergome:,prefix_alias,bioregistry
merged,ALLERGOME,https://n2t.net/allergome:,prefix_alias,bioregistry
merged,ALLERGOME,https://www.allergome.org/script/dettaglio.php?id_molecule=,prefix_alias,bioregistry
merged,ALLERGOME,https://www.allergome.org/script/refArray_view.php?idMol=,prefix_alias,bioregistry
merged,allot,https://w3id.org/akn/ontology/allot#,canonical,prefixcc
merged,ALZFORUM.MUTATION,https://www.alzforum.org/mutations/,canonical,bioregistry
merged,ALZFORUM.MUTATION,http://bioregistry.io/Alzforum_mut:,prefix_alias,bioregistry
merged,ALZFORUM.MUTATION,http://bioregistry.io/alzforum.mutation:,prefix_alias,bioregistry
merged,ALZFORUM.MUTATION,http://www.alzforum.org/mutations/,prefix_alias,bioregistry
merged,ALZFORUM.MUTATION,https://bioregistry.io/Alzforum_mut:,prefix_alias,bioregistry
merged,ALZFORUM.MUTATION,https://bioregistry.io/alzforum.mutation:,prefix_alias,bioregistry
merged,ALZFORUM_MUT,https://www.alzforum.org/mutations/,namespace_alias,bioregistry
merged,am,http://vocab.deri.ie/am#,canonical,prefixcc
merged,AMA-CPT,https://www.aapc.com/codes/cpt-codes/,namespace_alias,bioregistry
merged,amalgame,http://purl.org/vocabularies/amalgame#,canonical,prefixcc
merged,aml,https://w3id.org/i40/aml#,canonical,prefixcc
merged,ammo,http://ldf.fi/schema/ammo/,canonical,prefixcc
merged,AMOEBADB,http://identifiers.org/amoebadb/,canonical,bioregistry
merged,AMOEBADB,http://amoebadb.org/amoeba/app/record/gene/,prefix_alias,bioregistry
merged,AMOEBADB,http://bio2rdf.org/amoebadb:,prefix_alias,bioregistry
merged,AMOEBADB,http://bioregistry.io/amoebadb:,prefix_alias,bioregistry
merged,AMOEBADB,http://identifiers.org/amoebadb:,prefix_alias,bioregistry
merged,AMOEBADB,http://n2t.net/amoebadb:,prefix_alias,bioregistry
merged,AMOEBADB,https://amoebadb.org/amoeba/app/record/gene/,prefix_alias,bioregistry
merged,AMOEBADB,https://bio2rdf.org/amoebadb:,prefix_alias,bioregistry
merged,AMOEBADB,https://bioregistry.io/amoebadb:,prefix_alias,bioregistry
merged,AMOEBADB,https://identifiers.org/amoebadb/,prefix_alias,bioregistry
merged,AMOEBADB,https://identifiers.org/amoebadb:,prefix_alias,bioregistry
merged,AMOEBADB,https://n2t.net/amoebadb:,prefix_alias,bioregistry
merged,AMPHX,http://purl.obolibrary.org/obo/AMPHX_,canonical,obo
merged,AMPHX,http://bioregistry.io/AMPHX:,prefix_alias,bioregistry
merged,AMPHX,http://www.ebi.ac.uk/ols/ontologies/amphx/terms?iri=http://purl.obolibrary.org/obo/AMPHX_,prefix_alias,bioregistry
merged,AMPHX,https://bioregistry.io/AMPHX:,prefix_alias,bioregistry
merged,AMPHX,https://purl.obolibrary.org/obo/AMPHX_,prefix_alias,bioregistry
merged,AMPHX,https://www.ebi.ac.uk/ols/ontologies/amphx/terms?iri=http://purl.obolibrary.org/obo/AMPHX_,prefix_alias,bioregistry
merged,ams,http://data.amadeus.com/,canonical,prefixcc
merged,amsl,http://vocab.ub.uni-leipzig.de/amsl/,canonical,prefixcc
merged,amt,http://academic-meta-tool.xyz/vocab#,canonical,prefixcc
merged,amv,https://w3id.org/amv/,canonical,prefixcc
merged,anca,http://users.utcluj.ro/~raluca/rdf_ontologies_ralu/ralu_modified_ontology_pizzas2_0#,canonical,prefixcc
merged,aneo,http://akonadi-project.org/ontologies/aneo#,canonical,prefixcc
merged,ann,http://www.w3.org/2000/10/annotation-ns#,canonical,prefixcc
merged,antenne,https://data.zendantennes.omgeving.vlaanderen.be/ns/zendantenne#,canonical,prefixcc
merged,ANTIBODYREGISTRY,http://identifiers.org/antibodyregistry/,canonical,bioregistry
merged,ANTIBODYREGISTRY,http://antibodyregistry.org/AB_,prefix_alias,bioregistry
merged,ANTIBODYREGISTRY,http://bioregistry.io/antibodyregistry:,prefix_alias,bioregistry
merged,ANTIBODYREGISTRY,http://identifiers.org/antibodyregistry:,prefix_alias,bioregistry
merged,ANTIBODYREGISTRY,http://n2t.net/antibodyregistry:,prefix_alias,bioregistry
merged,ANTIBODYREGISTRY,http://scicrunch.org/resolver/RRID:AB_,prefix_alias,bioregistry
merged,ANTIBODYREGISTRY,https://antibodyregistry.org/AB_,prefix_alias,bioregistry
